DateTime,Temperature,Humidity,WindSpeed,Seasons,Holiday,Count
2017-12-08 20:00,-3.3,34,1.5,Winter,No Holiday,384
2017-12-08 21:00,-3.3,35,0.5,Winter,No Holiday,336
2017-12-08 22:00,-3.4,39,1.2,Winter,No Holiday,347
2017-12-08 23:00,-3.5,43,0.9,Winter,No Holiday,275
2017-12-09 0:00,-3.5,48,0.9,Winter,No Holiday,267
2017-12-09 1:00,-4.1,49,0.6,Winter,No Holiday,296
2017-12-09 2:00,-4.7,50,0.7,Winter,No Holiday,237
2017-12-09 3:00,-4.3,47,0.6,Winter,No Holiday,169
2017-12-09 4:00,-4.3,49,0.7,Winter,No Holiday,96
2017-12-09 5:00,-4.7,49,0.8,Winter,No Holiday,56
2017-12-09 6:00,-5.1,53,0.9,Winter,No Holiday,76
2017-12-09 7:00,-5.5,56,0.8,Winter,No Holiday,127
2017-12-09 8:00,-5.4,56,0.7,Winter,No Holiday,222
2017-12-09 9:00,-4.7,48,1,Winter,No Holiday,291
2017-12-09 10:00,-2.2,42,1.3,Winter,No Holiday,273
2017-12-09 11:00,0,45,1.1,Winter,No Holiday,351
2017-12-09 12:00,2.4,40,0.8,Winter,No Holiday,427
2017-12-09 13:00,3.9,36,2,Winter,No Holiday,431
2017-12-09 14:00,4.7,32,2.2,Winter,No Holiday,486
2017-12-09 15:00,5.2,30,2,Winter,No Holiday,569
2017-12-09 16:00,4.4,33,1.6,Winter,No Holiday,546
2017-12-09 17:00,3.5,37,1.8,Winter,No Holiday,481
2017-12-09 18:00,2.5,41,1,Winter,No Holiday,384
2017-12-09 19:00,1.5,48,0.4,Winter,No Holiday,275
2017-12-09 20:00,0.8,51,1.4,Winter,No Holiday,298
2017-12-09 21:00,-0.1,55,0.7,Winter,No Holiday,321
2017-12-09 22:00,-0.5,55,0.6,Winter,No Holiday,289
2017-12-09 23:00,-0.1,54,1.3,Winter,No Holiday,265
2017-12-10 0:00,-0.2,55,1,Winter,No Holiday,326
2017-12-10 1:00,-0.2,54,0.5,Winter,No Holiday,280
2017-12-10 2:00,0.2,52,0.7,Winter,No Holiday,243
2017-12-10 3:00,0.3,53,0.5,Winter,No Holiday,169
2017-12-10 4:00,0.4,52,1.6,Winter,No Holiday,71
2017-12-10 5:00,0.3,74,1,Winter,No Holiday,13
2017-12-10 6:00,-0.5,90,0.9,Winter,No Holiday,9
2017-12-10 7:00,-0.4,92,1.1,Winter,No Holiday,20
2017-12-10 8:00,-0.2,90,1.2,Winter,No Holiday,35
2017-12-10 9:00,0.2,90,1,Winter,No Holiday,31
2017-12-10 10:00,0.5,91,0.4,Winter,No Holiday,19
2017-12-10 11:00,0.9,92,0.9,Winter,No Holiday,58
2017-12-10 12:00,2.3,88,0.3,Winter,No Holiday,119
2017-12-10 13:00,3.3,87,1.1,Winter,No Holiday,182
2017-12-10 14:00,4.2,85,0.7,Winter,No Holiday,235
2017-12-10 15:00,6.7,63,4.5,Winter,No Holiday,180
2017-12-10 16:00,5.4,71,3.5,Winter,No Holiday,214
2017-12-10 17:00,3.6,65,4.3,Winter,No Holiday,226
2017-12-10 18:00,2,61,3,Winter,No Holiday,210
2017-12-10 19:00,1.6,53,4,Winter,No Holiday,181
2017-12-10 20:00,0.6,57,3.9,Winter,No Holiday,165
2017-12-10 21:00,0,59,3,Winter,No Holiday,167
2017-12-10 22:00,-1,56,4.7,Winter,No Holiday,152
2017-12-10 23:00,-1.4,43,4.3,Winter,No Holiday,148
2017-12-11 0:00,-2.5,39,3.4,Winter,No Holiday,125
2017-12-11 1:00,-3.4,36,3.8,Winter,No Holiday,111
2017-12-11 2:00,-4.2,35,3.4,Winter,No Holiday,67
2017-12-11 3:00,-4.7,38,2.4,Winter,No Holiday,45
2017-12-11 4:00,-5.2,35,3.2,Winter,No Holiday,44
2017-12-11 5:00,-5.6,38,3.2,Winter,No Holiday,86
2017-12-11 6:00,-5.9,39,2.9,Winter,No Holiday,136
2017-12-11 7:00,-6,39,3.1,Winter,No Holiday,325
2017-12-11 8:00,-6,38,3.6,Winter,No Holiday,653
2017-12-11 9:00,-5.9,36,5.1,Winter,No Holiday,326
2017-12-11 10:00,-5.3,32,4.5,Winter,No Holiday,212
2017-12-11 11:00,-4.7,36,3.8,Winter,No Holiday,226
2017-12-11 12:00,-5.2,33,4.6,Winter,No Holiday,247
2017-12-11 13:00,-5.4,32,5.1,Winter,No Holiday,241
2017-12-11 14:00,-5.4,31,4.1,Winter,No Holiday,253
2017-12-11 15:00,-5.5,33,4.5,Winter,No Holiday,269
2017-12-11 16:00,-6,40,4,Winter,No Holiday,277
2017-12-11 17:00,-7.1,44,4.2,Winter,No Holiday,361
2017-12-11 18:00,-7.9,43,3.3,Winter,No Holiday,557
2017-12-11 19:00,-8.6,45,3.9,Winter,No Holiday,371
2017-12-11 20:00,-9.3,49,3.8,Winter,No Holiday,254
2017-12-11 21:00,-9.7,51,2.5,Winter,No Holiday,266
2017-12-11 22:00,-10.2,50,3,Winter,No Holiday,222
2017-12-11 23:00,-10.7,53,1.2,Winter,No Holiday,174
2017-12-12 0:00,-11,51,1.1,Winter,No Holiday,133
2017-12-12 1:00,-11.2,51,1.1,Winter,No Holiday,127
2017-12-12 2:00,-11.5,50,0.7,Winter,No Holiday,95
2017-12-12 3:00,-11.6,50,2.2,Winter,No Holiday,54
2017-12-12 4:00,-11.6,47,2.1,Winter,No Holiday,46
2017-12-12 5:00,-11.6,45,2.8,Winter,No Holiday,65
2017-12-12 6:00,-11.8,47,2.5,Winter,No Holiday,104
2017-12-12 7:00,-12.1,50,2.3,Winter,No Holiday,280
2017-12-12 8:00,-12.3,52,1.3,Winter,No Holiday,580
2017-12-12 9:00,-11.8,46,2.9,Winter,No Holiday,275
2017-12-12 10:00,-10.5,45,3.3,Winter,No Holiday,184
2017-12-12 11:00,-9.4,42,3.1,Winter,No Holiday,201
2017-12-12 12:00,-8.3,35,2.9,Winter,No Holiday,228
2017-12-12 13:00,-6.9,37,2.4,Winter,No Holiday,225
2017-12-12 14:00,-5.4,32,2,Winter,No Holiday,258
2017-12-12 15:00,-5.8,30,2.8,Winter,No Holiday,250
2017-12-12 16:00,-6,29,2.8,Winter,No Holiday,248
2017-12-12 17:00,-7,32,2.6,Winter,No Holiday,305
2017-12-12 18:00,-7.7,36,1,Winter,No Holiday,529
2017-12-12 19:00,-8.2,43,1.1,Winter,No Holiday,350
2017-12-12 20:00,-8.4,42,1,Winter,No Holiday,260
2017-12-12 21:00,-8.8,43,1.4,Winter,No Holiday,270
2017-12-12 22:00,-9,45,1.3,Winter,No Holiday,256
2017-12-12 23:00,-9.3,47,2.1,Winter,No Holiday,173
2017-12-13 0:00,-9.5,48,1.3,Winter,No Holiday,168
2017-12-13 1:00,-10.2,52,1.6,Winter,No Holiday,183
2017-12-13 2:00,-10.4,53,1.8,Winter,No Holiday,120
2017-12-13 3:00,-10.9,55,1.8,Winter,No Holiday,79
2017-12-13 4:00,-11.4,58,1.3,Winter,No Holiday,41
2017-12-13 5:00,-11.5,58,1.1,Winter,No Holiday,68
2017-12-13 6:00,-11.9,57,1.1,Winter,No Holiday,109
2017-12-13 7:00,-11.7,53,1.6,Winter,No Holiday,310
2017-12-13 8:00,-11.4,47,3.3,Winter,No Holiday,591
2017-12-13 9:00,-11.1,46,3.4,Winter,No Holiday,340
2017-12-13 10:00,-9.5,39,2.1,Winter,No Holiday,202
2017-12-13 11:00,-8.1,35,1.8,Winter,No Holiday,251
2017-12-13 12:00,-6.5,30,2.9,Winter,No Holiday,267
2017-12-13 13:00,-5.8,28,2.9,Winter,No Holiday,251
2017-12-13 14:00,-4.7,27,2.9,Winter,No Holiday,240
2017-12-13 15:00,-4.9,26,3.1,Winter,No Holiday,240
2017-12-13 16:00,-4.5,26,2.2,Winter,No Holiday,278
2017-12-13 17:00,-5.6,29,1.7,Winter,No Holiday,392
2017-12-13 18:00,-6.6,33,1.1,Winter,No Holiday,537
2017-12-13 19:00,-6.6,31,1.6,Winter,No Holiday,373
2017-12-13 20:00,-7.6,35,0.8,Winter,No Holiday,263
2017-12-13 21:00,-8.3,39,1,Winter,No Holiday,271
2017-12-13 22:00,-8.9,39,0.1,Winter,No Holiday,271
2017-12-13 23:00,-9.2,44,0.4,Winter,No Holiday,174
2017-12-14 0:00,-9.5,50,0.6,Winter,No Holiday,171
2017-12-14 1:00,-9.8,48,0.8,Winter,No Holiday,170
2017-12-14 2:00,-10.6,44,0.8,Winter,No Holiday,107
2017-12-14 3:00,-10.7,48,0.4,Winter,No Holiday,80
2017-12-14 4:00,-11,50,0.8,Winter,No Holiday,52
2017-12-14 5:00,-10.8,48,0.8,Winter,No Holiday,62
2017-12-14 6:00,-11,55,0.8,Winter,No Holiday,108
2017-12-14 7:00,-10.9,57,1.1,Winter,No Holiday,279
2017-12-14 8:00,-10.4,54,1.1,Winter,No Holiday,621
2017-12-14 9:00,-9.4,44,0.5,Winter,No Holiday,305
2017-12-14 10:00,-7.7,43,0.9,Winter,No Holiday,189
2017-12-14 11:00,-6.1,38,1,Winter,No Holiday,247
2017-12-14 12:00,-4.9,34,1.3,Winter,No Holiday,278
2017-12-14 13:00,-3.8,32,0.9,Winter,No Holiday,282
2017-12-14 14:00,-2.7,28,0.7,Winter,No Holiday,294
2017-12-14 15:00,-2.5,29,1.1,Winter,No Holiday,301
2017-12-14 16:00,-2.4,28,0.9,Winter,No Holiday,335
2017-12-14 17:00,-2.9,31,0.6,Winter,No Holiday,382
2017-12-14 18:00,-3.5,35,1.1,Winter,No Holiday,612
2017-12-14 19:00,-4.2,40,0.9,Winter,No Holiday,410
2017-12-14 20:00,-4.8,43,1.1,Winter,No Holiday,277
2017-12-14 21:00,-4.8,45,0.8,Winter,No Holiday,316
2017-12-14 22:00,-4.9,44,1.1,Winter,No Holiday,309
2017-12-14 23:00,-5.6,53,1.2,Winter,No Holiday,211
2017-12-15 0:00,-5.7,53,0.6,Winter,No Holiday,227
2017-12-15 1:00,-6.3,57,0.4,Winter,No Holiday,241
2017-12-15 2:00,-6.8,58,0.4,Winter,No Holiday,162
2017-12-15 3:00,-6.9,56,0.5,Winter,No Holiday,110
2017-12-15 4:00,-7.1,59,0.8,Winter,No Holiday,69
2017-12-15 5:00,-7.5,64,0.9,Winter,No Holiday,68
2017-12-15 6:00,-7.4,64,0.7,Winter,No Holiday,129
2017-12-15 7:00,-7,63,0.6,Winter,No Holiday,285
2017-12-15 8:00,-6.6,64,1.1,Winter,No Holiday,658
2017-12-15 9:00,-5.9,60,0.6,Winter,No Holiday,330
2017-12-15 10:00,-4.6,52,0.8,Winter,No Holiday,221
2017-12-15 11:00,-2.9,46,1,Winter,No Holiday,279
2017-12-15 12:00,-2.5,43,0.7,Winter,No Holiday,309
2017-12-15 13:00,-1.6,40,0.3,Winter,No Holiday,325
2017-12-15 14:00,-0.7,39,0.8,Winter,No Holiday,329
2017-12-15 15:00,0.1,35,1.5,Winter,No Holiday,342
2017-12-15 16:00,0,37,0.6,Winter,No Holiday,354
2017-12-15 17:00,-0.2,39,0.8,Winter,No Holiday,464
2017-12-15 18:00,0.1,43,0.9,Winter,No Holiday,682
2017-12-15 19:00,0.6,41,1.2,Winter,No Holiday,451
2017-12-15 20:00,0.9,42,1.2,Winter,No Holiday,320
2017-12-15 21:00,0.7,47,2.7,Winter,No Holiday,300
2017-12-15 22:00,-0.1,49,2,Winter,No Holiday,296
2017-12-15 23:00,-1.3,60,2.5,Winter,No Holiday,247
2017-12-16 0:00,-2.6,73,3.4,Winter,No Holiday,217
2017-12-16 1:00,-3.4,76,2.9,Winter,No Holiday,302
2017-12-16 2:00,-4.1,73,2.1,Winter,No Holiday,228
2017-12-16 3:00,-4.5,71,1.6,Winter,No Holiday,129
2017-12-16 4:00,-5,70,2.7,Winter,No Holiday,80
2017-12-16 5:00,-5.6,72,2,Winter,No Holiday,45
2017-12-16 6:00,-6.1,69,2.9,Winter,No Holiday,66
2017-12-16 7:00,-6.7,64,2.1,Winter,No Holiday,90
2017-12-16 8:00,-7.3,62,2.6,Winter,No Holiday,190
2017-12-16 9:00,-7.2,47,2.8,Winter,No Holiday,195
2017-12-16 10:00,-6.2,42,2.3,Winter,No Holiday,201
2017-12-16 11:00,-5.2,30,4,Winter,No Holiday,239
2017-12-16 12:00,-4.1,28,3.8,Winter,No Holiday,252
2017-12-16 13:00,-3.7,23,4,Winter,No Holiday,296
2017-12-16 14:00,-3.4,22,4.3,Winter,No Holiday,292
2017-12-16 15:00,-3.3,22,5,Winter,No Holiday,291
2017-12-16 16:00,-3.3,24,3.5,Winter,No Holiday,258
2017-12-16 17:00,-4.6,26,2.6,Winter,No Holiday,277
2017-12-16 18:00,-5.3,28,3.5,Winter,No Holiday,212
2017-12-16 19:00,-6,32,2.4,Winter,No Holiday,173
2017-12-16 20:00,-6.6,37,3.4,Winter,No Holiday,143
2017-12-16 21:00,-7.1,39,3.2,Winter,No Holiday,159
2017-12-16 22:00,-7.6,41,1.6,Winter,No Holiday,155
2017-12-16 23:00,-8,41,2.2,Winter,No Holiday,142
2017-12-17 0:00,-8.1,41,2,Winter,No Holiday,175
2017-12-17 1:00,-8.4,40,1.6,Winter,No Holiday,146
2017-12-17 2:00,-8.7,40,2.8,Winter,No Holiday,132
2017-12-17 3:00,-9,40,3.1,Winter,No Holiday,100
2017-12-17 4:00,-9.5,40,1.9,Winter,No Holiday,41
2017-12-17 5:00,-9.7,41,3.1,Winter,No Holiday,31
2017-12-17 6:00,-9.9,42,2.3,Winter,No Holiday,39
2017-12-17 7:00,-10.2,42,2.3,Winter,No Holiday,53
2017-12-17 8:00,-10.7,43,0.9,Winter,No Holiday,94
2017-12-17 9:00,-10.5,38,1.1,Winter,No Holiday,122
2017-12-17 10:00,-8.5,31,1.5,Winter,No Holiday,142
2017-12-17 11:00,-7.2,29,1.8,Winter,No Holiday,189
2017-12-17 12:00,-4.9,25,2.6,Winter,No Holiday,216
2017-12-17 13:00,-4.5,25,3.2,Winter,No Holiday,223
2017-12-17 14:00,-3.2,26,3.1,Winter,No Holiday,268
2017-12-17 15:00,-2.5,28,2,Winter,No Holiday,278
2017-12-17 16:00,-2.7,31,2.3,Winter,No Holiday,256
2017-12-17 17:00,-3.8,35,2.4,Winter,No Holiday,266
2017-12-17 18:00,-4.7,37,1.8,Winter,No Holiday,204
2017-12-17 19:00,-5.6,39,1.1,Winter,No Holiday,157
2017-12-17 20:00,-6,42,0.8,Winter,No Holiday,166
2017-12-17 21:00,-6.5,45,0.7,Winter,No Holiday,168
2017-12-17 22:00,-6.6,50,0.6,Winter,No Holiday,172
2017-12-17 23:00,-6.9,53,0.7,Winter,No Holiday,138
2017-12-18 0:00,-5.9,50,0.6,Winter,No Holiday,151
2017-12-18 1:00,-5.3,48,0.4,Winter,No Holiday,97
2017-12-18 2:00,-5,65,0.4,Winter,No Holiday,38
2017-12-18 3:00,-5.3,76,1,Winter,No Holiday,32
2017-12-18 4:00,-5.4,81,0.7,Winter,No Holiday,29
2017-12-18 5:00,-5.3,81,0.9,Winter,No Holiday,27
2017-12-18 6:00,-5.2,85,0.9,Winter,No Holiday,45
2017-12-18 7:00,-5,85,0.7,Winter,No Holiday,96
2017-12-18 8:00,-4.6,86,1.2,Winter,No Holiday,146
2017-12-18 9:00,-4.3,89,1,Winter,No Holiday,52
2017-12-18 10:00,-3.7,87,1,Winter,No Holiday,36
