id,gender,customer_type,age,type_of_travel,class,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on-board_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
104280,Female,Loyal Customer,58,Personal Travel,Eco,1733,4,3,3,4,3,1,1,4,1,4,4,1,4,1,168,155,no
61898,Female,Loyal Customer,49,Business travel,Business,550,2,2,2,2,2,4,4,4,4,4,4,3,4,3,0,0,yes
37023,Male,Loyal Customer,59,Personal Travel,Eco Plus,814,1,0,1,3,1,4,3,2,5,3,3,3,2,3,293,302,no
1100,Female,Loyal Customer,28,Personal Travel,Eco,282,2,4,2,5,5,2,5,5,4,1,2,4,1,5,0,0,no
35052,Male,Loyal Customer,40,Business travel,Business,3415,5,5,5,5,4,5,4,4,4,4,4,4,4,5,0,0,yes
11729,Male,disloyal Customer,32,Business travel,Business,395,4,4,4,4,4,4,4,4,4,3,5,4,4,4,0,0,no
94065,Male,disloyal Customer,23,Business travel,Eco,293,4,0,4,3,4,4,4,4,4,4,3,3,3,4,0,0,no
58270,Female,Loyal Customer,40,Business travel,Eco,678,4,4,4,4,4,4,4,4,2,5,3,2,4,4,29,16,no
69439,Male,Loyal Customer,67,Personal Travel,Eco,1096,1,2,0,4,2,0,2,2,3,4,3,1,4,2,0,0,no
98065,Male,Loyal Customer,47,Business travel,Business,1449,4,5,5,5,3,3,3,4,4,4,4,3,4,4,30,16,no
120158,Female,disloyal Customer,18,Business travel,Eco,2378,3,3,3,3,3,5,2,4,1,3,3,2,4,2,91,76,no
127573,Female,Loyal Customer,59,Personal Travel,Eco,1670,3,4,3,3,5,3,3,1,1,3,1,3,1,1,0,0,no
36681,Female,Loyal Customer,45,Personal Travel,Eco,1121,1,4,1,3,2,5,4,4,4,1,2,3,4,5,0,13,no
96031,Male,Loyal Customer,46,Business travel,Business,1235,3,4,4,4,3,3,3,3,3,3,3,1,3,4,2,0,no
50387,Female,disloyal Customer,25,Business travel,Eco,110,2,1,2,3,1,2,1,1,1,5,3,4,4,1,0,0,no
43329,Male,Loyal Customer,48,Business travel,Business,463,2,2,2,2,3,4,3,2,2,2,2,4,2,1,2,8,no
61957,Male,Loyal Customer,36,Business travel,Business,552,4,2,4,4,5,1,5,4,4,4,4,3,4,5,6,0,yes
37484,Female,disloyal Customer,36,Business travel,Eco,944,3,3,3,2,1,3,1,1,3,5,2,1,3,1,0,0,no
85681,Female,Loyal Customer,36,Personal Travel,Business,1547,1,5,1,5,2,5,4,1,1,1,4,5,1,5,12,11,no
100988,Male,Loyal Customer,57,Business travel,Business,867,2,4,4,4,3,4,3,2,2,2,2,4,2,2,15,10,no
79874,Female,Loyal Customer,45,Business travel,Business,1890,3,3,4,3,4,4,5,4,4,4,4,4,4,3,0,0,yes
106730,Male,Loyal Customer,55,Business travel,Business,3768,3,3,5,3,4,4,4,4,4,4,4,4,4,3,18,2,yes
17963,Male,Loyal Customer,51,Personal Travel,Eco,460,4,1,4,4,5,4,5,5,1,3,3,2,3,5,0,0,yes
116808,Male,Loyal Customer,51,Business travel,Eco Plus,308,3,3,3,3,3,3,3,3,2,1,4,3,4,3,0,0,no
4427,Female,Loyal Customer,47,Business travel,Business,3435,2,2,2,2,4,4,3,2,2,2,2,3,2,1,0,0,no
56172,Female,disloyal Customer,26,Business travel,Eco,1000,3,3,3,3,5,3,5,5,4,3,3,1,4,5,25,23,no
126620,Male,Loyal Customer,41,Personal Travel,Business,602,3,2,3,4,4,4,4,4,4,3,4,2,4,2,0,0,no
30125,Female,Loyal Customer,54,Personal Travel,Eco,31,2,1,2,3,4,4,4,5,5,2,5,3,5,2,18,22,no
76950,Male,Loyal Customer,37,Business travel,Business,1990,3,3,3,3,4,3,5,5,5,5,5,3,5,4,0,0,yes
41640,Female,Loyal Customer,22,Personal Travel,Business,936,4,3,4,4,2,4,2,2,5,2,4,2,3,2,10,5,yes
70288,Male,Loyal Customer,28,Business travel,Business,852,4,4,4,4,4,4,4,4,4,2,4,3,4,4,0,0,yes
72153,Male,Loyal Customer,67,Personal Travel,Eco,731,2,4,1,3,5,1,5,5,1,1,3,3,4,5,0,3,no
95407,Female,Loyal Customer,44,Personal Travel,Eco,323,0,1,0,4,3,4,3,5,5,0,5,4,5,3,0,0,yes
68225,Female,disloyal Customer,34,Business travel,Business,631,1,1,1,5,2,1,2,2,5,4,4,3,5,2,0,0,no
24175,Male,Loyal Customer,43,Business travel,Eco,170,3,2,3,3,3,3,3,3,2,2,2,1,3,3,0,0,no
92339,Male,Loyal Customer,56,Business travel,Business,2556,4,4,4,4,4,4,4,3,3,5,4,4,3,4,19,18,yes
78340,Male,Loyal Customer,39,Business travel,Business,1547,5,5,4,5,3,4,5,5,5,5,5,4,5,4,0,0,yes
3976,Female,Loyal Customer,51,Business travel,Business,340,4,4,4,4,4,4,4,5,5,5,5,3,5,3,0,0,yes
102535,Female,Loyal Customer,50,Personal Travel,Eco,197,3,4,3,1,4,1,1,1,1,3,2,3,1,5,7,9,no
88356,Male,Loyal Customer,54,Business travel,Eco,515,3,2,2,2,3,3,3,3,4,3,3,2,3,3,44,33,no
63521,Female,Loyal Customer,67,Business travel,Business,1009,1,1,1,1,4,5,4,5,5,5,5,3,5,5,0,0,yes
96516,Female,Loyal Customer,12,Personal Travel,Eco,436,3,5,3,4,3,3,3,3,1,3,2,5,2,3,0,0,no
32805,Female,Loyal Customer,60,Business travel,Eco,216,4,5,5,5,1,3,3,4,4,4,4,5,4,5,0,3,yes
75144,Male,Loyal Customer,56,Business travel,Business,1744,1,1,2,1,4,3,3,3,5,3,4,3,4,3,197,174,yes
3995,Male,Loyal Customer,34,Business travel,Business,2879,3,3,3,3,2,4,4,5,5,5,5,4,5,5,0,1,yes
63725,Male,Loyal Customer,19,Business travel,Business,1660,3,2,2,2,3,3,3,3,1,1,3,3,4,3,0,0,no
40494,Female,Loyal Customer,16,Personal Travel,Eco,461,4,5,4,2,2,4,2,2,2,3,1,5,5,2,0,0,no
127137,Female,Loyal Customer,12,Personal Travel,Eco,647,2,1,2,3,5,2,5,5,4,1,3,1,3,5,0,0,no
123331,Female,Loyal Customer,62,Personal Travel,Eco Plus,590,3,3,2,3,5,4,4,2,2,2,2,2,2,4,0,3,no
126396,Female,Loyal Customer,39,Personal Travel,Eco,650,1,2,1,4,2,1,5,2,1,5,3,3,4,2,8,0,no
108583,Female,Loyal Customer,58,Business travel,Business,2255,3,3,3,3,4,4,5,5,5,5,5,5,5,5,2,9,yes
111248,Female,Loyal Customer,56,Business travel,Business,1849,1,1,1,1,3,5,5,5,5,5,5,3,5,4,11,0,yes
3609,Male,Loyal Customer,22,Personal Travel,Eco,999,3,3,3,3,4,3,4,4,2,1,3,2,4,4,0,0,no
21760,Female,Loyal Customer,49,Business travel,Business,352,1,1,1,1,2,5,4,4,4,4,4,3,4,3,0,0,yes
32595,Female,Loyal Customer,45,Business travel,Eco,101,5,4,4,4,2,2,1,4,4,5,4,5,4,3,0,0,yes
27921,Male,Loyal Customer,44,Personal Travel,Eco,689,3,5,3,4,5,3,2,5,4,4,5,3,5,5,0,0,no
101826,Female,Loyal Customer,68,Personal Travel,Eco,1521,3,5,2,3,3,5,5,2,2,2,2,4,2,3,7,0,no
96257,Female,Loyal Customer,42,Personal Travel,Eco,546,2,3,1,3,4,3,4,5,5,1,5,2,5,1,18,7,no
37652,Male,Loyal Customer,25,Personal Travel,Eco,944,3,5,3,3,4,3,4,4,3,5,2,3,5,4,4,0,no
109658,Male,Loyal Customer,41,Business travel,Business,3457,4,5,5,5,2,3,4,4,4,4,4,3,4,3,20,21,no
80692,Male,disloyal Customer,20,Business travel,Eco,748,2,2,2,3,4,2,4,4,4,4,4,1,4,4,0,0,no
105533,Male,disloyal Customer,36,Business travel,Eco,611,4,1,4,3,1,4,1,1,3,5,2,3,2,1,0,0,no
124791,Male,Loyal Customer,39,Business travel,Business,280,4,4,4,4,2,5,4,4,4,4,4,3,4,4,87,90,yes
29011,Male,Loyal Customer,38,Business travel,Business,2796,2,2,2,2,5,3,4,2,2,2,2,3,2,4,0,7,no
106403,Female,Loyal Customer,68,Personal Travel,Eco,488,4,4,4,3,4,5,5,5,5,4,5,3,5,5,31,23,yes
32310,Female,Loyal Customer,56,Business travel,Eco,163,4,1,1,1,4,5,4,4,4,4,4,3,4,2,0,0,yes
63632,Male,Loyal Customer,41,Business travel,Eco,602,2,5,5,5,2,2,2,2,4,4,4,2,3,2,1,0,no
126167,Female,Loyal Customer,44,Business travel,Business,2183,2,2,3,2,4,4,5,5,5,5,5,4,5,4,0,0,yes
19480,Female,disloyal Customer,23,Business travel,Business,84,3,2,3,3,2,3,2,2,3,1,4,3,4,2,61,50,no
79293,Male,Loyal Customer,25,Business travel,Business,2248,4,4,4,4,5,5,5,5,3,4,4,4,5,5,28,41,yes
90915,Female,Loyal Customer,55,Business travel,Business,270,5,5,5,5,2,2,3,5,5,5,5,3,5,5,0,0,yes
113199,Female,disloyal Customer,20,Business travel,Business,386,5,0,5,3,4,5,2,4,3,5,5,3,5,4,0,0,yes
74568,Female,Loyal Customer,43,Business travel,Business,1438,4,3,3,3,2,3,4,4,4,4,4,4,4,4,29,7,no
126482,Male,Loyal Customer,57,Business travel,Eco,1849,3,3,3,3,3,3,3,3,2,4,3,3,4,3,0,0,no
121233,Female,Loyal Customer,35,Business travel,Business,2075,4,4,4,4,2,5,4,5,5,5,5,5,5,3,0,0,yes
69413,Male,Loyal Customer,43,Business travel,Business,2835,4,3,4,4,5,5,5,4,4,4,4,3,4,4,0,0,yes
113259,Male,Loyal Customer,45,Business travel,Business,414,2,2,3,2,3,5,5,4,4,5,4,3,4,5,5,0,yes
16981,Male,Loyal Customer,33,Business travel,Business,610,5,5,5,5,1,2,1,1,3,5,5,4,5,1,3,4,yes
76375,Female,Loyal Customer,30,Business travel,Business,1817,4,2,2,2,4,4,4,4,3,5,4,2,4,4,0,14,no
33654,Female,Loyal Customer,40,Personal Travel,Eco,399,3,3,3,4,4,3,4,4,1,3,1,3,2,4,14,21,no
24706,Female,Loyal Customer,59,Business travel,Eco,397,4,4,3,3,5,4,3,4,4,4,4,4,4,3,21,27,no
120603,Female,Loyal Customer,70,Personal Travel,Eco Plus,980,2,3,2,3,2,3,4,2,2,2,2,1,2,1,0,0,no
20421,Male,disloyal Customer,36,Business travel,Eco,299,3,2,4,4,5,4,5,5,2,1,3,4,4,5,49,45,no
106861,Male,Loyal Customer,47,Business travel,Business,2145,4,4,4,4,4,4,5,5,5,5,5,4,5,4,21,10,yes
42356,Female,Loyal Customer,59,Personal Travel,Eco,834,1,4,1,2,2,3,3,4,4,1,4,1,4,5,0,0,no
63591,Female,disloyal Customer,55,Business travel,Eco,633,3,0,3,5,4,3,4,4,5,2,4,1,2,4,0,0,no
86941,Female,Loyal Customer,61,Personal Travel,Business,907,3,4,3,3,4,4,4,3,3,3,3,2,3,4,16,0,no
93585,Male,Loyal Customer,35,Personal Travel,Eco,159,2,5,2,3,1,2,1,1,4,3,5,5,4,1,0,0,no
44507,Male,Loyal Customer,23,Personal Travel,Eco,503,2,5,2,1,1,2,1,1,3,3,5,4,4,1,29,18,no
25901,Male,Loyal Customer,39,Personal Travel,Eco,907,3,4,3,4,2,3,2,2,4,3,4,3,5,2,0,0,no
35489,Male,Loyal Customer,50,Personal Travel,Eco,1005,1,3,1,3,3,1,3,3,5,5,5,2,3,3,0,37,no
21918,Male,Loyal Customer,46,Business travel,Business,3399,2,2,2,2,2,4,2,5,5,4,5,1,5,1,0,0,yes
44520,Female,Loyal Customer,27,Business travel,Business,3875,0,5,0,1,5,2,2,5,3,4,4,2,3,5,60,47,yes
41741,Male,Loyal Customer,15,Personal Travel,Eco,695,3,4,3,3,3,3,3,3,5,3,5,5,5,3,0,9,no
127013,Female,disloyal Customer,21,Business travel,Business,621,5,2,5,2,2,5,2,2,3,5,5,5,5,2,0,0,yes
42842,Female,Loyal Customer,43,Business travel,Business,3073,4,4,4,4,5,5,4,4,4,4,4,5,4,4,0,0,yes
63993,Female,Loyal Customer,37,Business travel,Eco,612,2,5,5,5,2,2,2,2,1,2,3,3,3,2,5,5,no
87649,Male,Loyal Customer,66,Business travel,Eco,606,2,5,4,5,2,3,3,3,3,3,3,3,3,3,149,142,no
42900,Male,Loyal Customer,36,Business travel,Business,3810,0,4,0,3,1,5,3,2,2,2,2,2,2,1,0,0,yes
78429,Female,disloyal Customer,21,Business travel,Business,666,4,4,4,1,2,4,2,2,4,5,5,3,4,2,0,23,yes
125149,Female,disloyal Customer,30,Business travel,Eco,764,2,2,2,4,3,2,3,3,1,1,4,4,3,3,26,4,no
126786,Female,Loyal Customer,43,Business travel,Business,2125,2,2,3,2,5,4,4,4,4,4,4,4,4,4,0,22,yes
32106,Female,Loyal Customer,51,Business travel,Business,3331,4,4,4,4,4,2,5,4,4,4,4,4,4,2,33,34,yes
32562,Male,disloyal Customer,26,Business travel,Eco,102,2,3,2,3,5,2,5,5,4,1,1,1,2,5,0,0,no
91328,Female,Loyal Customer,37,Business travel,Eco Plus,271,3,5,1,1,3,3,3,4,5,4,4,3,3,3,222,220,no
38458,Female,Loyal Customer,50,Business travel,Eco,826,4,3,5,3,3,2,2,4,4,4,4,5,4,5,0,0,yes
79340,Female,Loyal Customer,32,Business travel,Business,2468,3,3,3,3,3,3,3,3,3,4,3,2,2,3,0,0,no
1873,Male,disloyal Customer,30,Business travel,Business,931,3,3,3,3,2,3,2,2,4,3,4,4,4,2,0,0,no
25607,Male,disloyal Customer,25,Business travel,Eco,666,1,0,1,1,2,1,5,2,4,1,3,1,1,2,18,18,no
69234,Male,Loyal Customer,39,Business travel,Business,3692,1,1,1,1,2,5,4,2,2,2,2,5,2,4,0,0,yes
84258,Male,Loyal Customer,52,Business travel,Business,1631,4,4,4,4,3,5,5,5,5,5,5,5,5,3,0,0,yes
63857,Female,Loyal Customer,56,Business travel,Business,1591,3,3,2,3,2,4,5,4,4,4,4,5,4,3,0,18,yes
42378,Female,Loyal Customer,34,Personal Travel,Eco,462,3,2,3,3,4,3,4,4,3,2,3,4,3,4,0,0,no
56452,Male,Loyal Customer,58,Personal Travel,Eco,719,2,5,2,2,2,2,2,2,3,3,5,3,4,2,0,0,no
112897,Male,Loyal Customer,16,Business travel,Business,3922,1,1,5,1,1,1,1,1,4,2,3,1,4,1,52,49,no
22009,Male,Loyal Customer,22,Personal Travel,Eco,500,2,4,2,4,4,2,4,4,3,3,3,3,3,4,0,11,no
62881,Female,disloyal Customer,17,Business travel,Eco,830,3,3,3,3,2,3,2,2,3,3,4,5,4,2,1,0,no
128207,Male,Loyal Customer,45,Business travel,Business,2889,5,5,5,5,3,4,4,5,5,5,5,3,5,4,0,0,yes
102879,Male,Loyal Customer,12,Personal Travel,Eco,472,1,4,1,2,3,1,3,3,5,3,4,3,4,3,0,0,no
122774,Male,Loyal Customer,39,Business travel,Business,599,3,3,3,3,3,4,5,4,4,4,4,3,4,3,28,22,yes
51402,Female,Loyal Customer,31,Personal Travel,Eco Plus,109,2,2,2,3,4,2,3,4,4,3,3,4,3,4,25,17,no
100028,Male,disloyal Customer,36,Business travel,Business,289,1,1,1,3,5,1,3,5,4,5,5,4,5,5,1,0,no
11639,Female,Loyal Customer,8,Personal Travel,Eco,835,1,5,1,1,2,1,2,2,3,5,5,3,4,2,0,0,no
86069,Female,Loyal Customer,49,Business travel,Business,3056,5,2,5,5,2,4,5,5,5,5,5,5,5,3,0,0,yes
71468,Male,Loyal Customer,65,Personal Travel,Eco Plus,867,4,5,4,1,1,4,1,1,4,3,5,4,4,1,0,0,yes
260,Male,Loyal Customer,62,Business travel,Business,612,2,5,5,5,2,4,3,2,2,2,2,2,2,2,29,22,no
25978,Male,Loyal Customer,41,Business travel,Business,2714,2,2,2,2,3,4,5,5,5,5,5,5,5,3,0,0,yes
127682,Female,Loyal Customer,42,Business travel,Eco,328,3,1,1,1,5,2,2,3,3,3,3,4,3,1,0,0,no
30158,Male,Loyal Customer,22,Personal Travel,Eco,234,2,5,0,1,4,0,4,4,3,4,5,3,5,4,0,0,no
35788,Male,Loyal Customer,23,Personal Travel,Eco,200,4,3,4,2,5,4,4,5,1,2,3,1,1,5,0,0,no
82593,Male,disloyal Customer,70,Business travel,Business,408,3,3,3,5,2,3,2,2,4,3,5,3,4,2,0,0,no
123209,Male,Loyal Customer,22,Personal Travel,Eco,600,4,2,4,3,2,4,2,2,2,3,3,3,4,2,0,0,no
32403,Female,Loyal Customer,44,Business travel,Business,2083,1,1,1,1,5,1,4,4,4,4,4,1,4,1,0,0,yes
124267,Male,Loyal Customer,26,Personal Travel,Business,255,2,4,2,4,3,2,3,3,5,3,1,1,5,3,1,0,no
51423,Female,Loyal Customer,31,Personal Travel,Eco Plus,250,4,5,4,3,4,4,3,4,4,5,5,5,5,4,0,0,no
87379,Male,Loyal Customer,50,Business travel,Business,3106,4,3,2,3,2,3,4,4,4,4,4,4,4,4,0,12,no
44805,Female,Loyal Customer,47,Business travel,Eco,1041,2,2,2,2,1,4,4,2,2,2,2,2,2,2,4,20,no
39137,Male,Loyal Customer,20,Personal Travel,Eco,190,3,4,3,1,5,3,4,5,3,4,4,3,4,5,0,0,no
40319,Female,Loyal Customer,48,Business travel,Eco Plus,402,5,1,1,1,2,4,3,4,4,5,4,5,4,4,0,0,yes
117725,Male,Loyal Customer,44,Business travel,Business,833,2,2,2,2,3,5,4,4,4,4,4,3,4,4,15,1,yes
50816,Female,Loyal Customer,8,Personal Travel,Eco,158,2,5,2,4,5,2,5,5,4,4,4,5,4,5,30,22,no
36379,Female,Loyal Customer,51,Business travel,Eco,200,3,3,3,3,4,4,5,3,3,3,3,2,3,1,0,0,yes
29835,Female,Loyal Customer,73,Business travel,Business,261,2,2,2,2,3,2,5,3,3,4,3,1,3,4,3,1,yes
77550,Male,Loyal Customer,38,Business travel,Business,3290,3,1,1,1,5,3,4,3,3,3,3,4,3,3,0,0,no
65973,Female,Loyal Customer,60,Business travel,Business,1372,3,1,3,3,1,3,3,3,3,3,3,3,3,3,0,0,no
20966,Male,Loyal Customer,57,Business travel,Business,451,3,3,3,3,5,1,3,4,4,4,4,2,4,4,0,0,yes
82285,Male,Loyal Customer,39,Personal Travel,Eco,1481,3,5,3,3,3,3,3,3,5,3,4,1,3,3,1,0,no
105334,Male,Loyal Customer,55,Business travel,Business,452,3,3,2,3,3,5,5,4,4,4,4,4,4,5,12,7,yes
107316,Female,Loyal Customer,55,Personal Travel,Eco,307,2,4,2,5,5,4,4,2,2,2,2,5,2,4,11,11,no
56252,Female,Loyal Customer,54,Business travel,Business,404,2,2,2,2,4,4,5,4,4,4,4,3,4,4,77,76,yes
30440,Male,disloyal Customer,27,Business travel,Eco,914,3,3,3,3,5,3,5,5,4,3,5,2,1,5,0,0,no
121753,Female,Loyal Customer,38,Business travel,Business,1931,5,2,5,5,4,5,4,5,5,5,5,4,5,4,0,0,yes
6573,Female,Loyal Customer,41,Business travel,Business,3423,4,4,4,4,4,4,5,5,5,5,5,4,5,3,0,0,yes
117382,Male,Loyal Customer,49,Business travel,Business,2928,1,2,1,1,4,5,5,4,4,4,4,5,4,3,27,22,yes
80851,Female,Loyal Customer,48,Business travel,Business,292,2,2,2,2,4,3,4,2,2,3,2,4,2,1,7,38,no
63709,Male,Loyal Customer,47,Business travel,Business,1660,1,1,2,1,5,3,4,4,4,5,4,4,4,3,9,0,yes
62138,Male,Loyal Customer,51,Business travel,Business,2565,3,3,4,3,2,4,4,4,4,4,4,3,4,5,5,0,yes
45687,Female,Loyal Customer,26,Business travel,Eco,896,4,3,3,3,4,4,5,4,1,4,2,3,5,4,0,0,yes
72552,Male,disloyal Customer,23,Business travel,Eco,918,2,2,2,4,2,2,2,2,1,1,3,2,4,2,0,0,no
110163,Female,Loyal Customer,43,Personal Travel,Eco,1072,4,5,4,1,4,5,4,3,3,4,3,4,3,4,82,79,no
51700,Female,disloyal Customer,29,Business travel,Eco,251,4,3,4,4,4,5,5,3,5,4,3,5,4,5,211,190,no
117648,Male,disloyal Customer,25,Business travel,Eco,1020,1,1,1,4,3,1,3,3,1,5,4,2,3,3,0,10,no
15561,Female,Loyal Customer,60,Business travel,Business,296,5,5,5,5,5,2,5,5,5,5,5,4,5,1,31,49,yes
15711,Male,Loyal Customer,25,Business travel,Business,1839,4,4,4,4,4,4,4,4,2,3,5,5,5,4,110,99,yes
35545,Female,Loyal Customer,10,Personal Travel,Eco,1005,2,5,3,2,5,3,5,5,3,4,5,3,5,5,25,12,no
56107,Male,Loyal Customer,58,Personal Travel,Eco,2402,4,5,4,2,4,3,3,5,2,4,4,3,3,3,3,0,yes
72360,Male,disloyal Customer,25,Business travel,Business,1017,5,0,5,3,3,5,3,3,5,3,4,3,5,3,0,0,yes
115996,Male,Loyal Customer,10,Personal Travel,Eco,373,2,5,2,4,4,2,4,4,5,5,3,2,3,4,76,82,no
97466,Male,Loyal Customer,48,Business travel,Business,3124,5,5,5,5,3,5,4,4,4,5,4,3,4,5,2,0,yes
30747,Male,disloyal Customer,25,Business travel,Eco,977,3,3,3,4,3,3,3,3,4,2,5,3,1,3,0,0,no
26416,Female,Loyal Customer,11,Personal Travel,Eco Plus,1249,2,5,2,1,2,2,2,2,5,4,4,3,4,2,106,119,no
65676,Male,Loyal Customer,20,Personal Travel,Eco,926,1,5,0,3,3,0,3,3,1,3,3,3,3,3,0,7,no
76062,Female,Loyal Customer,45,Business travel,Business,3085,3,3,3,3,5,4,4,3,3,4,3,5,3,4,0,0,yes
116132,Female,Loyal Customer,70,Personal Travel,Eco,337,1,4,1,2,4,5,4,4,4,1,4,5,4,3,2,0,no
64823,Male,Loyal Customer,47,Business travel,Business,190,0,4,0,3,5,5,4,2,2,2,2,4,2,3,0,0,yes
1789,Male,Loyal Customer,52,Business travel,Eco,500,1,2,2,2,1,1,1,1,4,5,3,1,4,1,16,13,no
99405,Male,disloyal Customer,22,Business travel,Eco,337,1,2,1,3,4,1,4,4,2,1,4,1,3,4,0,0,no
64113,Male,Loyal Customer,55,Business travel,Business,2288,4,4,4,4,4,3,5,5,5,5,5,4,5,4,0,0,yes
114856,Female,Loyal Customer,49,Business travel,Business,3232,1,1,1,1,2,5,5,5,5,5,5,5,5,3,0,0,yes
93675,Male,Loyal Customer,64,Personal Travel,Eco,655,3,1,4,4,4,4,4,4,3,1,4,1,3,4,2,15,no
77165,Female,Loyal Customer,54,Personal Travel,Eco,1450,3,3,3,4,4,3,4,5,5,3,5,1,5,1,0,0,no
28569,Female,Loyal Customer,42,Business travel,Eco,2603,4,4,4,4,5,5,3,4,4,4,4,4,4,4,0,0,yes
82143,Male,Loyal Customer,55,Business travel,Business,2360,3,3,5,3,5,5,5,5,5,5,5,3,5,5,0,0,yes
3506,Female,Loyal Customer,46,Business travel,Business,1597,5,5,5,5,4,4,5,4,4,4,4,5,4,5,40,21,yes
15693,Female,Loyal Customer,32,Business travel,Business,2068,4,4,4,4,2,2,2,2,5,4,5,4,4,2,0,0,yes
32426,Female,Loyal Customer,39,Business travel,Business,216,2,1,1,1,3,3,2,3,3,3,2,1,3,2,0,10,no
32964,Male,Loyal Customer,48,Personal Travel,Eco,163,2,5,0,3,1,0,1,1,4,3,4,5,5,1,0,0,no
112922,Female,Loyal Customer,11,Personal Travel,Eco,1390,1,4,1,2,4,1,4,4,4,4,3,1,5,4,0,0,no
47886,Male,Loyal Customer,25,Business travel,Business,550,2,5,2,5,2,2,2,1,3,3,4,2,1,2,140,171,no
43266,Male,Loyal Customer,37,Business travel,Eco,436,4,1,1,1,4,4,4,4,5,1,4,1,5,4,0,12,yes
13287,Male,Loyal Customer,67,Personal Travel,Eco,771,1,4,1,2,2,1,2,2,5,5,5,5,5,2,0,0,no
4659,Male,disloyal Customer,19,Business travel,Eco,364,1,4,0,1,3,0,2,3,5,3,5,4,4,3,0,3,no
14012,Female,Loyal Customer,35,Business travel,Eco,182,4,3,3,3,4,4,4,4,3,2,4,3,2,4,0,0,yes
100374,Male,Loyal Customer,12,Personal Travel,Eco,1011,2,4,1,1,5,1,5,5,2,4,2,5,2,5,0,0,no
68679,Female,disloyal Customer,25,Business travel,Eco,237,2,0,2,2,3,2,3,3,3,5,3,1,4,3,2,0,no
13672,Female,Loyal Customer,47,Personal Travel,Eco,462,2,4,4,2,2,5,3,2,2,4,2,4,2,5,0,0,no
57433,Female,Loyal Customer,52,Personal Travel,Eco,533,2,4,3,3,5,5,4,5,5,3,5,5,5,3,6,1,no
120931,Male,disloyal Customer,25,Business travel,Business,993,1,0,1,1,3,1,3,3,3,4,5,5,5,3,0,0,no
36244,Male,Loyal Customer,47,Business travel,Business,728,1,1,1,1,1,3,2,5,5,5,5,1,5,3,0,0,yes
74989,Female,Loyal Customer,44,Business travel,Eco Plus,975,3,5,5,5,3,3,3,2,2,3,2,4,2,4,0,0,no
60673,Male,Loyal Customer,44,Business travel,Eco Plus,1620,3,1,1,1,3,3,3,3,1,5,3,4,3,3,19,64,no
61314,Male,Loyal Customer,41,Business travel,Business,909,4,4,4,4,3,5,5,5,5,5,5,5,5,4,0,0,yes
29544,Female,Loyal Customer,42,Personal Travel,Business,1533,3,2,3,3,1,4,4,2,2,3,2,4,2,3,0,0,no
25542,Male,Loyal Customer,59,Personal Travel,Eco,516,4,5,3,4,1,3,1,1,5,3,4,5,4,1,3,0,yes
