income,happiness
6.546132584,5.588389336
4.688219626,2.994204284
3.126524031,2.413381753
6.781564124,4.98536659
7.119505376,4.981981125
7.297722283,6.384274497
5.873493543,3.26747544
1.587315346,1.312758977
6.001806863,4.039547986
5.723226096,4.425995084
5.237893052,3.342749396
6.44994534,3.492310186
4.172336668,3.751225463
6.52277168,5.386559329
7.448116557,5.963422086
7.225191864,4.985254927
3.275334807,2.798160728
2.031817764,2.967323268
2.840140748,1.228773184
6.101564703,3.96172964
6.074327799,4.649143652
4.243872552,4.754168395
5.318575592,2.961956663
6.052381321,4.633441055
3.154042591,1.294136576
2.482381605,0.548365189
3.435101751,2.115136485
5.249208789,4.56870456
3.471798585,2.535002113
6.087609623,4.397451275
3.440846876,2.070663768
4.530545407,3.710192978
